Category,Description,Units,2023,2024,YTD Current Month/2024,YTD Current Month/2025,YTD % Change,YE Previous Month/2025,YE Current Month/2024,YE Current Month/2025,YE % Change,Percent Share
0,TOTAL TEXTILE AND APPAREL IMPORTS (MFA),$,7461522040,7510346687,1809077619,2277928318,25.92,7828163473,7080796866,7979197386,12.69,7.25
1,TOTAL APPAREL IMPORTS (MFA),$,7286980679,7340214661,1755851626,2223875969,26.66,7655824424,6909779627,7808239004,13.00,9.61
2,TOTAL NON-APPAREL IMPORTS (MFA),$,174541361,170132026,53225993,54052349,1.55,172339049,171017239,170958382,-0.03,0.59
11,TOTAL YARN IMPORTS,$,15892,805,0,310,,1115,15892,1115,-92.98,0.00
12,TOTAL FABRIC IMPORTS,$,3506516,3895344,811937,1403362,72.84,4275371,3118022,4486769,43.90,0.07
14,TOTAL OTHER MISC. IMPORTS,$,171018953,166235877,52414056,52648677,0.45,168062563,167883325,166470498,-0.84,0.79
30,COTTON PRODUCTS,$,5134504146,5194713633,1245888902,1521825374,22.15,5389728913,4955400507,5470650105,10.40,12.02
31,COTTON APPAREL PRODUCTS,$,5053051010,5121911599,1223870780,1503291973,22.83,5318612762,4876220508,5401332792,10.77,14.40
32,COTTON NON-APPAREL PRODUCTS,$,81453136,72802034,22018122,18533401,-15.83,71116151,79179999,69317313,-12.46,0.86
40,WOOL PRODUCTS,$,23973686,13919932,1806869,2235312,23.71,13856656,23992395,14348375,-40.20,0.34
41,WOOL APPAREL PRODUCTS,$,23973064,13918487,1806869,2231658,23.51,13852087,23991773,14343276,-40.22,0.45
42,WOOL NON-APPAREL PRODUCTS,$,622,1445,0,3654,,4569,622,5099,719.77,0.00
60,MAN-MADE FIBER PRODUCTS,$,2154618169,2119131119,482218730,656025743,36.04,2233518951,1957014556,2292938132,17.17,4.01
61,MAN-MADE FIBER APPAREL PRODUCTS,$,2063457206,2023244015,451341303,620947049,37.58,2133824670,1866836367,2192849761,17.46,5.71
62,MAN-MADE FIBER NON-APPAREL,$,91160963,95887104,30877427,35078694,13.61,99694281,90178189,100088371,10.99,0.53
71,SILK APPAREL PRODUCTS,$,314956,718602,78096,1154130,1377.83,1440729,249409,1794636,619.56,0.32
80,SILK AND VEG. PRODUCTS,$,148426039,182582003,79163118,97841889,23.60,191058953,144389408,201260774,39.39,6.53
81,SILK AND VEG. APPAREL,$,146499399,181140560,78832674,97405289,23.56,189534905,142730979,199713175,39.92,9.09
82,SILK & VEG. NON-APPAREL PRODUCTS,$,1926640,1441443,330444,436600,32.13,1524048,1658429,1547599,-6.68,0.17
200,"YARN FOR RETAIL SALE,SEWING THREAD",$,0,384,0,0,,384,0,384,,0.00
201,SPECIALTY YARNS,$,1582,0,0,310,,310,1582,310,-80.40,0.00
218,FABRICS OF YARNS OF DIFF. COLORS,$,0,546,0,0,,546,0,546,,0.00
219,DUCK FABRIC,$,1147,0,0,0,,0,1147,0,-100.00,0.00
220,FABRIC OF SPECIAL WEAVE,$,175907,6329,0,0,,6329,120806,6329,-94.76,0.00
222,KNIT FABRIC,$,7856,1500,0,11562,,7281,7856,13062,66.27,0.00
223,NON-WOVEN FABRICS,$,875712,972264,190759,219870,15.26,950121,825755,1001375,21.27,0.05
224,PILE & TUFTED FABRICS,$,0,3620,0,0,,3620,0,3620,,0.00
225,BLUE DENIM FABRIC,$,0,0,0,0,,0,0,0,,0.00
226,"CHEESECLOTH, BATISTES, LAWNS/VOILE",$,0,12549,12549,0,-100.00,12549,12549,0,-100.00,0.00
227,OXFORD CLOTH,$,0,0,0,0,,0,0,0,,0.00
229,SPECIAL PURPOSE FABRIC,$,2379085,2673975,557811,1099885,97.18,3056959,2057379,3216049,56.32,0.19
237,"PLAYSUITS, SUNSUITS, ETC",$,22827512,21558490,8639386,9328673,7.98,22914104,21646156,22247777,2.78,12.93
239,BABIES' GARM. & CLOTH. ACCESS.,$,213425383,248321654,60369302,66938040,10.88,252643992,220942092,254890392,15.37,12.60
300,CARDED COTTON YARN,$,11837,0,0,0,,0,11837,0,-100.00,0.00
313,COTTON SHEETING FABRIC,$,0,126170,11208,23335,108.20,149505,11208,138297,1133.91,0.06
314,COTTON POPLIN & BROADCLOTH FAB.,$,0,3035,0,0,,3035,0,3035,,0.00
315,COTTON PRINTCLOTH FABRIC,$,0,0,0,0,,0,0,0,,0.00
317,COTTON TWILL FABRIC,$,58776,10360,0,4030,,14390,34100,14390,-57.80,0.03
326,COTTON SATEEN FABRIC,$,0,0,0,18500,,0,0,18500,,0.15
330,COTTON HANDKERCHIEFS,$,6714,10712,6400,8000,25.00,8312,12400,12312,-0.71,0.11
331,COTTON GLOVES AND MITTENS,$,5540426,4157560,945528,1064051,12.54,4171771,4440166,4276083,-3.70,8.18
332,COTTON HOSIERY,$,243580,302723,8551,95187,1013.17,361404,213333,389359,82.51,0.06
333,"M&B SUIT-TYPE COATS, COTTON",$,5318919,6537646,998046,1295440,29.80,6727806,4382599,6835040,55.96,6.76
334,"OTHER M&B COATS, COTTON",$,127138388,88436950,10824587,12644581,16.81,90606093,127055524,90256944,-28.96,11.39
335,W&G COTTON COATS,$,99682404,90797853,23983954,21200754,-11.60,87788184,100030006,88014653,-12.01,11.52
336,COTTON DRESSES,$,55461447,76708307,25217055,33492363,32.82,80921377,59229910,84983615,43.48,6.03
338,"M&B KNIT SHIRTS, COTTON",$,673338886,799426104,169466570,265801168,56.85,863322009,672196159,895760702,33.26,11.07
339,"W&G KNIT SHIRTS/BLOUSES, COTTON",$,275951241,288227051,63050695,75504955,19.75,297499639,265819122,300681311,13.12,5.69
340,"M&B COTTON SHIRTS, NOT KNIT",$,565686922,490954237,107178523,114799140,7.11,498130182,533717167,498574854,-6.58,27.43
341,"W&G COT. SHIRTS/BLOUSES,N-KNIT",$,70974794,77065236,19216455,20428865,6.31,76970991,68767419,78277646,13.83,8.84
342,COTTON SKIRTS,$,32393218,43314806,13103905,20161087,53.86,47364054,36025077,50371988,39.82,13.68
345,COTTON SWEATERS,$,67860688,65024669,6404079,9329223,45.68,67062564,68860124,67949813,-1.32,9.18
347,M&B COT. TROUSERS/BREECHES/SHORTS,$,1507995567,1545346604,379517481,449320554,18.39,1605582387,1417367110,1615149677,13.95,30.26
348,W&G COTTON TROUSERS/SLACKS/SHORTS,$,827841304,788693192,218537767,270451177,23.75,823439438,797753677,840606602,5.37,15.83
349,"BRASSIERES, OTHER BODY SUPPORT GAR",$,33395005,35257206,10014646,11662168,16.45,37331932,35037226,36904728,5.33,28.64
350,"COTTON DRESSING GOWNS, ROBES ETC.",$,6907869,9451406,3968239,1372666,-65.41,7449909,9630268,6855833,-28.81,4.21
351,COTTON NIGHTWEAR/PAJAMAS,$,44155191,62415292,7831998,8200043,4.70,63407372,46138512,62783337,36.08,8.68
352,COTTON UNDERWEAR,$,274805303,273420767,65062027,82450472,26.73,281890990,264432231,290809212,9.97,14.75
353,M&B DOWN-FILLED COATS,$,118463,741100,1354,5282,290.10,739746,118409,745028,529.20,7.53
354,W&G DOWN-FILLED COATS,$,1048,0,0,0,,0,1048,0,-100.00,0.00
359,OTHER COTTON APPAREL,$,165600955,137633913,34146292,36073810,5.64,136927626,146865826,139561431,-4.97,12.65
360,COTTON PILLOWCASES,$,550382,693869,99704,117934,18.28,722159,545432,712099,30.56,0.27
361,COTTON SHEETS,$,3513847,3291001,398332,591373,48.46,3533794,3054518,3484042,14.06,0.27
362,COTTON BEDSPREADS & QUILTS,$,15126493,9446028,3169553,1585851,-49.97,8514101,14114129,7862326,-44.29,0.98
363,COTTON TERRY & OTHER PILE TOWELS,$,34804458,33890049,10507307,8381585,-20.23,32748764,33307153,31764327,-4.63,1.94
369,OTHER COTTON MANUFACTURES,$,25254133,22738437,7261658,6712497,-7.56,22442981,26277984,22189276,-15.56,0.74
400,WOOL YARNS,$,0,421,0,0,,421,0,421,,0.00
410,WOOL WOVEN FABRIC,$,622,1024,0,530,,1024,622,1554,149.84,0.00
414,OTHER WOOL FABRICS,$,0,0,0,0,,0,0,0,,0.00
431,WOOL GLOVES/MITTENS,$,2460,8466,0,0,,8466,0,8466,,0.05
432,WOOL HOSIERY,$,50765,208905,121535,0,-100.00,183259,172300,87370,-49.29,0.27
433,"M&B SUIT-TYPE COATS, WOOL",$,2057385,1371436,427914,577940,35.06,1189184,2179275,1521462,-30.18,0.36
434,OTHER M&B WOOL COATS,$,806384,819459,60175,15718,-73.88,775060,796304,775002,-2.68,0.71
435,W&G WOOL COATS,$,895425,1469829,103761,85435,-17.66,1441790,930123,1451503,56.05,0.38
436,WOOL DRESSES,$,617427,644431,79694,19080,-76.06,603288,689557,583817,-15.33,0.62
438,WOOL KNIT SHIRTS/BLOUSES,$,10121078,2866434,101628,74270,-26.92,2838841,9974934,2839076,-71.54,0.78
439,BABIES' GARMENTS/CLOTHING ACCESS.,$,15218,36329,4701,3554,-24.40,36076,19919,35182,76.63,1.23
440,"WOOL SHIRTS/BLOUSES, NOT-KNIT",$,255099,593487,24180,58946,143.78,632088,156594,628253,301.20,1.93
442,WOOL SKIRTS,$,3240,25048,3676,0,-100.00,24039,6452,21372,231.25,0.06
443,"M&B SUITS, WOOL",$,2433964,127983,41906,267358,537.99,348309,1955103,353435,-81.92,0.13
444,"W&G SUITS, WOOL",$,35153,8215,1911,1825,-4.50,8215,19876,8129,-59.10,0.22
445,"M&B SWEATERS, WOOL",$,749425,1302794,60295,174334,189.14,1410715,727250,1416833,94.82,0.78
446,"W&G SWEATERS, WOOL",$,1804789,368801,79359,12493,-84.26,335273,1881946,301935,-83.96,0.06
447,M&B WOOL TROUSERS/BREECHES/SHORTS,$,1247927,1186891,390779,659656,68.81,1272531,1610610,1455768,-9.61,0.68
448,W&G WOOL SLACKS/BREECHES/SHORTS,$,51157,352724,49171,63000,28.12,327428,84716,366553,332.68,0.44
459,OTHER WOOL APPAREL,$,2826168,2527255,256184,218049,-14.89,2417525,2786814,2489120,-10.68,0.64
464,WOOL BLANKETS,$,0,0,0,0,,0,0,0,,0.00
465,WOOL FLOOR COVERINGS,$,0,0,0,3124,,3124,0,3124,,0.00
469,OTHER WOOL MANUFACTURES,$,0,0,0,0,,0,0,0,,0.00
600,TEXTURED FILAMENT YARN,$,0,0,0,0,,0,0,0,,0.00
603,YARN >/85% ARTIFICIAL STAPLE FIBER,$,0,0,0,0,,0,0,0,,0.00
604,YARN >/85% SYNTHETIC STAPLE FIBER,$,0,0,0,0,,0,0,0,,0.00
606,NON-TEXTURED FILAMENT YARN,$,2473,0,0,0,,0,2473,0,-100.00,0.00
607,OTHER STAPLE FIBER YARN,$,0,0,0,0,,0,0,0,,0.00
611,WOVEN FABRIC >/85% ARTIF STPLE,$,0,0,0,0,,0,0,0,,0.00
613,MMF SHEETING FABRIC,$,0,0,0,0,,0,0,0,,0.00
614,MMF POPLIN & BROADCLOTH FABRIC,$,0,0,0,0,,0,0,0,,0.00
615,MMF PRINTCLOTH FABRIC,$,0,0,0,0,,0,0,0,,0.00
617,MMF TWILL AND SATEEN FABRIC,$,0,925,0,0,,925,0,925,,0.01
619,POLYESTER FILAMENT FABRIC,$,421,0,0,0,,0,0,0,,0.00
620,OTHER SYNTHETIC FILAMENT FABRIC,$,0,21054,0,0,,21054,0,21054,,0.00
622,GLASS FIBER FABRIC,$,0,0,0,0,,0,0,0,,0.00
629,OTHER MMF FABRICS OF STAP/FIL,$,0,6073,0,0,,6073,0,6073,,0.01
630,MMF HANDKERCHIEFS,$,10130,0,0,0,,0,0,0,,0.00
631,MMF GLOVES AND MITTENS,$,6655972,3419634,488364,1115784,128.47,3797266,5744079,4047054,-29.54,0.53
632,MMF HOSIERY,$,106837,127147,21088,106682,405.89,226759,116032,212741,83.35,0.01
633,M&B MMF SUIT-TYPE COATS,$,19294559,17609593,4816823,7459892,54.87,19011003,16883468,20252662,19.96,8.60
634,OTHER M&B MMF COATS,$,175921773,188918657,25954042,29958978,15.43,193024791,170344942,192923593,13.25,9.61
635,W&G MMF COATS,$,115809822,131967183,19343391,22201178,14.77,132979965,115424201,134824970,16.81,6.49
636,MMF DRESSES,$,32060530,31627271,9275785,10132689,9.24,31351960,31379511,32484175,3.52,1.25
638,M&B MMF KNIT SHIRTS,$,105305462,114320683,23137642,36475795,57.65,122508892,102449760,127658836,24.61,2.69
639,W&G MMF KNIT SHIRTS & BLOUSES,$,87734309,89252509,16990910,18229450,7.29,91072320,85916333,90491049,5.32,2.60
640,M&B NOT-KNIT MMF SHIRTS,$,114033578,106699683,31217990,43475028,39.26,115441558,93440270,118956721,27.31,13.44
641,W&G NOT-KNIT MMF SHIRTS & BLOUSES,$,48541833,50461295,11869956,19058326,60.56,53495474,42749626,57649665,34.85,5.97
642,MMF SKIRTS,$,15500836,17484897,4884403,6355945,30.13,19051951,16589825,18956439,14.27,3.09
643,M&B MMF SUITS,$,3168671,2462516,1090059,1432707,31.43,2521699,2765376,2805164,1.44,4.87
644,W&G MMF SUITS,$,757748,130590,6653,1711,-74.28,123937,764401,125648,-83.56,0.77
645,M&B MMF SWEATERS,$,7424655,6923462,905524,1274950,40.80,7024290,6873258,7292888,6.11,10.67
646,W&G MMF SWEATERS,$,35012037,26028351,1111806,2074158,86.56,26574872,33519284,26990703,-19.48,6.37
647,M&B MMF TROUSERS/BREECHES/SHORTS,$,432766738,423319912,117952638,177186060,50.22,461874218,381787030,482553334,26.39,13.93
648,W&G MMF SLACKS/BREECHES/SHORTS,$,134529865,156027386,35366888,43295288,22.42,161110346,128229539,163955786,27.86,4.60
649,MMF BRAS & OTH BODY SUPPORT GARM,$,71956670,68148149,19634081,25515817,29.96,74098044,67181334,74029885,10.19,3.65
