Category,Description,Units,2023,2024,YTD Current Month/2024,YTD Current Month/2025,YTD % Change,YE Previous Month/2025,YE Current Month/2024,YE Current Month/2025,YE % Change,Percent Share
0,TOTAL TEXTILE AND APPAREL IMPORTS (MFA),$,15310019465,16319554494,3701666495,4221421469,14.04,16608631832,15382078255,16839309468,9.47,15.31
1,TOTAL APPAREL IMPORTS (MFA),$,14179252525,14975604951,3400457478,3875742420,13.98,15240259162,14213895962,15450889893,8.70,19.02
2,TOTAL NON-APPAREL IMPORTS (MFA),$,1130766940,1343949543,301209017,345679049,14.76,1368372670,1168182293,1388419575,18.85,4.83
11,TOTAL YARN IMPORTS,$,45758755,65654130,13144060,14458917,10.00,65817151,45471763,66968987,47.28,5.17
12,TOTAL FABRIC IMPORTS,$,289025811,307864212,69340187,71141641,2.60,313071194,281007625,309665666,10.20,4.83
14,TOTAL OTHER MISC. IMPORTS,$,795982374,970431201,218724770,260078491,18.91,989484325,841702905,1011784922,20.21,4.80
30,COTTON PRODUCTS,$,5597592558,5866977729,1276823470,1518217679,18.91,5980499086,5556198464,6108371938,9.94,13.42
31,COTTON APPAREL PRODUCTS,$,5468185826,5723482258,1243928256,1469446780,18.13,5825609205,5424631255,5949000782,9.67,15.87
32,COTTON NON-APPAREL PRODUCTS,$,129406732,143495471,32895214,48770899,48.26,154889881,131567209,159371156,21.13,1.98
40,WOOL PRODUCTS,$,181152116,210374293,21672827,24950798,15.12,210974369,175072501,213652264,22.04,5.01
41,WOOL APPAREL PRODUCTS,$,179438375,208794865,21383864,23928806,11.90,208921417,173450878,211339807,21.84,6.69
42,WOOL NON-APPAREL PRODUCTS,$,1713741,1579428,288963,1021992,253.68,2052952,1621623,2312457,42.60,0.21
60,MAN-MADE FIBER PRODUCTS,$,9264448553,9920054129,2243211692,2515930746,12.16,10099849990,9360275072,10192773183,8.89,17.85
61,MAN-MADE FIBER APPAREL PRODUCTS,$,8281472408,8745743216,1980498898,2225909790,12.39,8912517465,8344386583,8991154108,7.75,23.43
62,MAN-MADE FIBER NON-APPAREL,$,982976145,1174310913,262712794,290020956,10.39,1187332525,1015888489,1201619075,18.28,6.41
71,SILK APPAREL PRODUCTS,$,11560094,7292016,2733753,1512315,-44.68,6527262,11522762,6070578,-47.32,1.09
80,SILK AND VEG. PRODUCTS,$,266826238,322148343,159958506,162322246,1.48,317308387,290532218,324512083,11.70,10.52
81,SILK AND VEG. APPAREL,$,250155916,297584612,154646460,156457044,1.17,293211075,271427246,299395196,10.30,13.63
82,SILK & VEG. NON-APPAREL PRODUCTS,$,16670322,24563731,5312046,5865202,10.41,24097312,19104972,25116887,31.47,2.83
200,"YARN FOR RETAIL SALE,SEWING THREAD",$,3298087,2788674,209406,1027543,390.69,3141031,2537845,3606811,42.12,1.23
201,SPECIALTY YARNS,$,12319993,21589533,4360818,5145116,17.99,21413646,14082850,22373831,58.87,7.58
218,FABRICS OF YARNS OF DIFF. COLORS,$,395512,196241,32269,36814,14.08,191901,294381,200786,-31.79,0.23
219,DUCK FABRIC,$,32553,9696,1845,0,-100.00,7851,34398,7851,-77.18,0.02
220,FABRIC OF SPECIAL WEAVE,$,3153092,6750656,1279393,1883036,47.18,7272946,3980941,7354299,84.74,4.69
222,KNIT FABRIC,$,6462105,2758970,794415,1378630,73.54,2941278,5152683,3343185,-35.12,0.82
223,NON-WOVEN FABRICS,$,12701719,18743448,2893819,4920477,70.03,20088129,13634920,20770106,52.33,1.01
224,PILE & TUFTED FABRICS,$,417389,357463,50588,201436,298.19,503819,404387,508311,25.70,0.17
225,BLUE DENIM FABRIC,$,761510,490681,193240,102438,-46.99,437001,744969,399879,-46.32,1.29
226,"CHEESECLOTH, BATISTES, LAWNS/VOILE",$,1883,5830,722,2480,243.49,7588,1712,7588,343.22,0.02
227,OXFORD CLOTH,$,16132,0,0,0,,0,0,0,,0.00
229,SPECIAL PURPOSE FABRIC,$,231211086,244998746,56575960,53554017,-5.34,247464632,221986109,241976803,9.01,14.46
237,"PLAYSUITS, SUNSUITS, ETC",$,34375689,36330400,13732091,16395684,19.40,37342600,33290329,38993993,17.13,22.67
239,BABIES' GARM. & CLOTH. ACCESS.,$,286421583,330941064,72536264,66002422,-9.01,325764381,300007415,324407222,8.13,16.03
300,CARDED COTTON YARN,$,456432,150534,28000,105945,278.38,169875,307412,228479,-25.68,0.54
301,COMBED COTTON YARN,$,3979235,1176643,422188,452445,7.17,1053860,2653919,1206900,-54.52,2.97
313,COTTON SHEETING FABRIC,$,297391,1442297,31683,173089,446.32,1600106,198019,1583703,699.77,0.64
314,COTTON POPLIN & BROADCLOTH FAB.,$,23203,148844,0,35726,,151882,567,184570,32452.03,0.19
315,COTTON PRINTCLOTH FABRIC,$,0,0,0,0,,0,0,0,,0.00
317,COTTON TWILL FABRIC,$,61809,68384,11610,13720,18.17,62197,52850,70494,33.39,0.15
326,COTTON SATEEN FABRIC,$,0,43494,12988,7769,-40.18,51263,12988,38275,194.70,0.31
330,COTTON HANDKERCHIEFS,$,4801,1046,0,323,,1046,4801,1369,-71.49,0.01
331,COTTON GLOVES AND MITTENS,$,994787,658655,136990,126256,-7.84,650389,1007746,647921,-35.71,1.24
332,COTTON HOSIERY,$,14278465,37948734,3457783,18117011,423.95,46460700,15319966,52607962,243.39,7.49
333,"M&B SUIT-TYPE COATS, COTTON",$,15961334,12509701,5041447,4315283,-14.40,12386769,16169766,11783537,-27.13,11.65
334,"OTHER M&B COATS, COTTON",$,130393627,135974402,17028626,18256279,7.21,134648326,131317569,137202055,4.48,17.32
335,W&G COTTON COATS,$,123951946,139805571,32283717,28191869,-12.67,135828686,130974808,135713723,3.62,17.76
336,COTTON DRESSES,$,200010081,191440810,69674067,92139960,32.24,202560528,187676396,213906703,13.98,15.18
338,"M&B KNIT SHIRTS, COTTON",$,866009750,891224698,153932870,210329573,36.64,922513243,842110001,947621401,12.53,11.71
339,"W&G KNIT SHIRTS/BLOUSES, COTTON",$,1045120998,1170263570,252063129,296218589,17.52,1189567239,1051748121,1214419030,15.47,22.98
340,"M&B COTTON SHIRTS, NOT KNIT",$,307870922,278572824,68982953,73951329,7.20,279694483,286466842,283541200,-1.02,15.60
341,"W&G COT. SHIRTS/BLOUSES,N-KNIT",$,90707729,74588689,18751983,25309750,34.97,78349410,84367780,81146456,-3.82,9.17
342,COTTON SKIRTS,$,39391593,57545088,18380348,23262920,26.56,60123217,47010936,62427660,32.79,16.95
345,COTTON SWEATERS,$,71738971,87001060,7202796,15680595,117.70,93009028,70439477,95478859,35.55,12.90
347,M&B COT. TROUSERS/BREECHES/SHORTS,$,659310638,624496492,133366071,141595632,6.17,627048252,642723985,632726053,-1.56,11.85
348,W&G COTTON TROUSERS/SLACKS/SHORTS,$,1007986842,1095278450,257077450,285565858,11.08,1097776234,1014666975,1123766858,10.75,21.16
349,"BRASSIERES, OTHER BODY SUPPORT GAR",$,17223512,12233325,3030279,2776405,-8.38,11716966,15692721,11979451,-23.66,9.30
350,"COTTON DRESSING GOWNS, ROBES ETC.",$,21218236,28369162,3086637,7449097,141.33,32532596,21230538,32731622,54.17,20.09
351,COTTON NIGHTWEAR/PAJAMAS,$,128051911,144633432,19569587,18689479,-4.50,144053539,131121577,143753324,9.63,19.87
352,COTTON UNDERWEAR,$,348986644,324636017,75960061,95673162,25.95,338177518,349025328,344349118,-1.34,17.46
353,M&B DOWN-FILLED COATS,$,2535562,1984344,37744,51621,36.77,1991687,2341544,1998221,-14.66,20.19
354,W&G DOWN-FILLED COATS,$,3069590,4338628,74031,40944,-44.69,4359325,3034886,4305541,41.87,63.79
359,OTHER COTTON APPAREL,$,147552431,150607744,38144435,51805372,35.81,159491258,142543950,164268681,15.24,14.89
360,COTTON PILLOWCASES,$,99313,86871,1771,16273,818.86,99218,94492,101373,7.28,0.04
361,COTTON SHEETS,$,226476,162406,15864,41085,158.98,159298,216783,187627,-13.45,0.01
362,COTTON BEDSPREADS & QUILTS,$,2123871,2503789,463868,1464465,215.71,3115661,2394492,3504386,46.35,0.44
363,COTTON TERRY & OTHER PILE TOWELS,$,7829524,16634948,3106493,3687182,18.69,16780830,9752884,17215637,76.52,1.05
369,OTHER COTTON MANUFACTURES,$,80380273,83080745,20191593,31540390,56.21,91219582,77913897,94429542,21.20,3.14
400,WOOL YARNS,$,1546855,1393567,261603,1007670,285.19,1884738,1514225,2139634,41.30,1.60
410,WOOL WOVEN FABRIC,$,0,0,0,2625,,0,0,2625,,0.00
414,OTHER WOOL FABRICS,$,95703,128551,16397,9047,-44.83,120387,90061,121201,34.58,0.15
431,WOOL GLOVES/MITTENS,$,2117073,1810822,23428,63154,169.57,1833686,2071122,1850548,-10.65,11.78
432,WOOL HOSIERY,$,56843,54005,0,13987,,67992,56843,67992,19.61,0.21
433,"M&B SUIT-TYPE COATS, WOOL",$,34211678,31835494,7416062,8981111,21.10,31482441,31691245,33400543,5.39,7.80
434,OTHER M&B WOOL COATS,$,10254395,13853226,370665,233064,-37.12,13702322,10193501,13715625,34.55,12.57
435,W&G WOOL COATS,$,25523398,29649323,1413361,926277,-34.46,28960142,25320282,29162239,15.17,7.59
436,WOOL DRESSES,$,1876301,2980871,681602,345531,-49.31,2515192,2244585,2644800,17.83,2.83
438,WOOL KNIT SHIRTS/BLOUSES,$,40055186,48180904,2917290,4629478,58.69,49795832,39322640,49893092,26.88,13.71
439,BABIES' GARMENTS/CLOTHING ACCESS.,$,88385,282525,0,0,,282525,87881,282525,221.49,9.86
440,"WOOL SHIRTS/BLOUSES, NOT-KNIT",$,1807551,1119874,24487,37748,54.16,1106980,1766336,1133135,-35.85,3.48
442,WOOL SKIRTS,$,867403,2458983,52292,198978,280.51,2559079,733937,2605669,255.03,6.82
443,"M&B SUITS, WOOL",$,3205028,3891610,1072460,817094,-23.81,3647535,3434327,3636244,5.88,1.37
